#{"t_start": 1740679402.3794188, "env_id": "Pong-v4"}
r,l,t
-21.0,310,9819.316439
-21.0,265,9821.506035
-21.0,311,9824.199987
-21.0,329,9826.963976
-20.0,300,9829.588851
-21.0,319,9832.247108
-20.0,297,9834.829556
-21.0,309,9837.479158
-21.0,267,9839.842818
-21.0,301,9842.387243
-20.0,270,9844.722451
-21.0,250,9846.837053
-20.0,353,9849.815288
-20.0,291,9852.246723
-21.0,320,9855.039143
-21.0,328,9857.848914
-19.0,369,9861.01867
-21.0,278,9863.357413
-21.0,295,9865.880366
-21.0,272,9868.15895
-21.0,258,9870.366559
-21.0,297,9872.899307
-21.0,294,9875.451056
-21.0,280,9877.819196
-21.0,250,9879.911791
-20.0,350,9882.89213
-21.0,271,9885.179171
-20.0,354,9888.203891
-21.0,282,9890.588236
-21.0,251,9892.792589
-20.0,295,9895.273046
-21.0,293,9897.832155
-21.0,307,9900.466458
-21.0,284,9902.950401
-21.0,271,9905.227445
-18.0,358,9908.42693
-20.0,319,9911.399822
-20.0,321,9914.265185
-21.0,279,9916.719236
-21.0,269,9919.150074
-21.0,272,9921.739989
-21.0,302,9924.440547
-21.0,286,9926.917709
-20.0,284,9929.383058
-21.0,292,9931.895031
-20.0,339,9934.789888
-21.0,276,9937.231981
-21.0,363,9940.450323
-21.0,272,9942.756933
-21.0,280,9945.158348
-20.0,301,9947.682291
-21.0,289,9950.188907
-21.0,283,9952.543506
-21.0,273,9955.512914
-21.0,334,9958.743533
-20.0,317,9961.5879
-20.0,297,9964.288873
-21.0,266,9966.564789
-21.0,294,9969.099795
-21.0,257,9971.270904
-21.0,392,9974.640614
-21.0,287,9977.124189
-20.0,324,9980.072659
-20.0,291,9982.590113
-21.0,276,9984.990192
-21.0,257,9987.204412
-21.0,247,9989.45365
-19.0,363,9992.73671
-21.0,254,9995.193667
-21.0,306,9997.825906
-21.0,257,10000.108574
-20.0,310,10002.780621
-19.0,327,10005.605915
-19.0,328,10008.652291
-21.0,293,10011.274803
-19.0,375,10014.546589
-21.0,273,10017.010211
-21.0,251,10019.159977
-21.0,322,10022.085293
-21.0,275,10024.523047
-21.0,275,10027.128459
-20.0,345,10030.084225
-21.0,278,10032.485787
-19.0,328,10035.2728
-19.0,330,10038.138624
-21.0,270,10040.437577
-21.0,280,10042.898742
-21.0,281,10045.278472
-19.0,333,10048.203424
-20.0,329,10050.970473
-21.0,280,10053.378586
-20.0,290,10055.838769
-20.0,277,10058.236221
-20.0,321,10060.936913
-21.0,297,10063.465993
-21.0,274,10065.759197
-20.0,316,10068.498884
-20.0,321,10071.229534
-20.0,320,10074.017058
-20.0,311,10076.659
-21.0,310,10079.341842
-21.0,278,10081.845143
-21.0,272,10085.477133
-21.0,309,10089.688059
-20.0,320,10093.123072
-21.0,365,10096.624362
-18.0,386,10100.404274
-19.0,368,10104.32557
-20.0,308,10107.518918
-20.0,373,10111.143286
-21.0,346,10114.685472
-20.0,335,10118.337468
-21.0,326,10121.34162
-21.0,251,10123.690841
-21.0,325,10126.624769
-20.0,341,10129.978491
-20.0,306,10132.879964
-21.0,277,10135.459452
-21.0,280,10137.935736
-20.0,301,10140.670942
-20.0,319,10143.425458
-18.0,380,10146.873497
-20.0,300,10149.547292
-20.0,383,10152.822505
-21.0,295,10155.375643
-20.0,311,10157.964888
-21.0,274,10160.330367
-21.0,330,10163.138737
-20.0,307,10165.811125
-21.0,272,10168.134045
-21.0,257,10170.356449
-21.0,277,10172.694301
-21.0,271,10175.216824
-20.0,293,10177.943059
-21.0,271,10180.23436
-21.0,268,10182.569199
-21.0,307,10185.16189
-21.0,268,10187.529783
-20.0,334,10190.350109
-21.0,281,10192.773581
-21.0,276,10195.102341
-21.0,356,10198.153806
-21.0,285,10200.563158
-19.0,325,10203.376717
-20.0,339,10206.250984
-20.0,295,10208.790622
-20.0,308,10211.413308
-20.0,327,10214.195531
-18.0,437,10218.096385
-20.0,300,10220.731856
-19.0,377,10223.993245
-21.0,267,10226.343403
-20.0,275,10228.795571
-21.0,274,10231.313797
-21.0,294,10233.920555
-19.0,390,10237.344565
-21.0,264,10239.631443
-21.0,322,10242.417257
-19.0,307,10245.058479
-21.0,254,10247.232801
-21.0,280,10249.667308
-21.0,272,10251.991053
-21.0,267,10254.299121
-20.0,350,10257.270254
-20.0,280,10259.680521
-21.0,276,10262.001552
-21.0,357,10265.083453
-21.0,289,10267.48835
-20.0,311,10270.214964
-20.0,338,10273.0373
-20.0,305,10275.706123
-21.0,286,10278.12457
-21.0,279,10280.627977
-21.0,273,10283.034301
-21.0,284,10285.549794
-21.0,298,10288.123965
-21.0,297,10290.775071
-21.0,260,10292.996365
-21.0,294,10295.535254
-21.0,313,10298.245434
-20.0,378,10301.546175
-21.0,291,10303.996154
-21.0,253,10306.205415
-20.0,340,10309.047656
-21.0,275,10311.418667
-21.0,248,10313.507721
-21.0,293,10315.94179
-21.0,271,10318.275625
-18.0,405,10321.748326
-20.0,345,10324.623074
-20.0,316,10327.462094
-18.0,341,10330.332655
-21.0,243,10332.505378
-21.0,297,10334.987731
-21.0,286,10337.525885
-21.0,277,10339.898647
-20.0,304,10342.645026
-21.0,323,10345.418014
-20.0,293,10347.992995
-20.0,343,10350.893645
-21.0,317,10353.681285
-20.0,277,10356.068249
-20.0,316,10359.106653
-20.0,324,10362.004613
-21.0,295,10364.738307
-19.0,389,10368.12979
-20.0,282,10370.587137
-20.0,322,10373.335365
-19.0,339,10376.458344
-21.0,266,10378.734832
-21.0,251,10381.016307
-21.0,315,10383.699046
-21.0,301,10386.335804
-21.0,311,10388.980254
-20.0,321,10391.774887
-21.0,304,10394.289141
-21.0,320,10397.06228
-21.0,325,10399.753881
-20.0,307,10402.424056
-20.0,344,10405.258012
-20.0,350,10408.271522
-20.0,292,10410.861278
-19.0,335,10413.768038
-19.0,343,10416.983333
-21.0,322,10419.834224
-21.0,338,10422.790333
-21.0,256,10425.008044
-21.0,318,10427.855569
-20.0,324,10430.519916
-20.0,293,10433.08808
-18.0,445,10436.919562
-21.0,331,10439.756348
-21.0,294,10442.300336
-19.0,320,10445.023112
-21.0,254,10447.225026
-21.0,279,10449.560295
-20.0,320,10452.297035
-21.0,286,10454.814462
-20.0,356,10457.831768
-20.0,320,10460.544517
-19.0,337,10463.438993
-20.0,295,10465.913887
-21.0,260,10468.17403
-21.0,285,10470.609585
-21.0,286,10473.072436
-20.0,327,10475.906567
-21.0,292,10478.399382
-20.0,296,10480.878757
-21.0,308,10483.540919
-21.0,260,10485.740211
-21.0,251,10487.87696
-20.0,316,10490.643744
-21.0,317,10493.329286
-20.0,275,10495.725937
-19.0,350,10498.676352
-21.0,345,10501.695421
-21.0,301,10504.204741
-21.0,271,10506.549538
-21.0,291,10509.04035
-21.0,254,10511.278452
-20.0,355,10514.322628
-21.0,268,10516.683425
-19.0,313,10519.522484
-20.0,318,10522.329573
-21.0,312,10525.059081
-21.0,257,10527.418887
-21.0,282,10529.910445
-20.0,286,10532.408421
-21.0,283,10534.849678
-21.0,339,10537.786238
-20.0,326,10540.912549
-21.0,301,10543.498127
-21.0,274,10545.881295
-20.0,320,10548.645223
-20.0,295,10551.20168
-21.0,269,10553.529454
-21.0,343,10556.409391
-21.0,269,10558.704556
-21.0,251,10560.825374
-21.0,276,10563.244595
-20.0,296,10565.764276
-21.0,347,10568.779702
-20.0,339,10571.622697
-20.0,371,10574.775725
-21.0,244,10576.810097
-20.0,325,10579.593036
-20.0,339,10582.450582
-20.0,312,10585.234205
-21.0,271,10587.651703
-21.0,290,10590.280847
-21.0,277,10592.698803
-20.0,340,10595.639777
-21.0,297,10598.313139
-20.0,345,10601.435208
-21.0,254,10603.693744
-21.0,260,10605.920503
-21.0,301,10608.509183
-21.0,246,10610.59621
-20.0,300,10613.113718
-21.0,297,10615.734977
-20.0,319,10618.393735
-21.0,287,10620.901386
-21.0,263,10623.106638
-19.0,337,10626.007452
-21.0,256,10628.175995
-21.0,256,10630.42132
-20.0,384,10633.687275
-20.0,300,10636.292386
-21.0,371,10639.469285
-21.0,302,10642.046083
-20.0,278,10644.418737
-21.0,254,10646.63519
-21.0,299,10649.194882
-20.0,349,10652.276274
-21.0,285,10654.753069
-21.0,271,10657.174185
-20.0,332,10660.039722
-21.0,255,10662.295427
-20.0,301,10664.828668
-21.0,262,10667.123951
-21.0,284,10669.59961
-21.0,288,10672.099237
-20.0,278,10674.474789
-21.0,247,10676.593745
-21.0,292,10679.109895
-20.0,360,10682.15729
-20.0,331,10684.955277
-20.0,342,10687.94751
-21.0,281,10690.29711
-21.0,273,10692.660415
-21.0,329,10695.459848
-19.0,322,10698.262977
-20.0,302,10701.087297
-21.0,247,10703.221436
-21.0,287,10705.645875
-21.0,248,10707.758016
-21.0,302,10710.332361
-21.0,300,10713.004338
-20.0,334,10715.924467
-20.0,322,10718.77605
-19.0,342,10721.767831
-21.0,270,10724.426696
-21.0,303,10727.111109
-21.0,277,10729.586907
-21.0,299,10732.145636
-20.0,280,10734.504222
-21.0,284,10737.031095
-21.0,266,10739.355767
-21.0,261,10741.715083
-20.0,305,10744.284144
-21.0,254,10746.461909
-21.0,310,10749.111684
-19.0,361,10752.235957
-21.0,254,10754.377879
-21.0,297,10756.944752
-20.0,317,10759.622979
-21.0,278,10762.084337
-21.0,254,10764.231705
-20.0,299,10766.830762
-21.0,285,10769.250829
-20.0,290,10771.770644
-21.0,258,10774.040932
-21.0,298,10776.575141
-21.0,250,10778.702985
-21.0,336,10781.599575
-20.0,274,10783.931855
-19.0,361,10786.984198
-19.0,347,10789.877465
-21.0,325,10792.658617
-21.0,286,10795.039202
-21.0,263,10797.373297
-20.0,320,10800.075722
-21.0,292,10802.635335
-21.0,256,10804.793781
-20.0,327,10807.590131
-21.0,364,10810.642422
-21.0,350,10813.681883
-19.0,373,10816.813509
-20.0,335,10819.784855
-21.0,257,10822.185742
-20.0,278,10824.611037
-20.0,321,10827.377528
-20.0,311,10830.0736
-20.0,289,10832.512514
-21.0,321,10835.28113
-21.0,294,10837.81288
-21.0,271,10840.186854
-21.0,312,10842.863599
-21.0,349,10845.928856
-20.0,285,10848.340149
-21.0,322,10851.166596
-21.0,311,10853.890433
-21.0,300,10856.547009
-21.0,300,10859.065189
-21.0,255,10861.314292
-21.0,299,10863.867095
-21.0,243,10866.022633
-20.0,319,10868.668254
-20.0,371,10871.909574
-20.0,327,10874.664844
-21.0,270,10877.094967
-18.0,392,10880.451883
-21.0,245,10882.640153
-21.0,303,10885.210806
-19.0,372,10888.42029
-21.0,316,10891.18292
-20.0,352,10894.156234
-21.0,282,10896.633083
-21.0,283,10899.012246
-20.0,295,10901.59977
-20.0,293,10904.048064
-20.0,304,10906.942082
-20.0,377,10910.371723
-21.0,263,10912.647778
-20.0,298,10915.155257
-19.0,407,10918.672671
-21.0,335,10921.482517
-21.0,298,10924.043589
-21.0,296,10926.561278
-20.0,312,10929.282809
-20.0,343,10932.153733
-21.0,273,10934.510629
-20.0,357,10937.470984
-21.0,265,10939.790715
-20.0,290,10942.258774
-21.0,351,10945.257592
-21.0,272,10947.582216
-21.0,294,10950.112736
-20.0,296,10952.624902
-18.0,413,10956.160136
-21.0,265,10958.411805
-21.0,268,10960.681114
-21.0,307,10963.256955
-20.0,303,10965.898005
-21.0,307,10968.445755
-21.0,275,10970.832424
-21.0,257,10973.015976
-21.0,331,10975.935103
-21.0,290,10978.377399
-21.0,247,10980.519933
-20.0,325,10983.27472
-21.0,284,10985.70233
-19.0,350,10988.622821
-19.0,307,10991.271056
-20.0,308,10993.89267
-21.0,273,10996.239605
-21.0,265,10998.486151
-19.0,368,11001.617095
-21.0,259,11003.777148
-21.0,299,11006.395148
-21.0,327,11009.116769
-21.0,293,11011.636666
-20.0,299,11014.108324
-21.0,383,11017.383129
-19.0,381,11020.746091
-21.0,284,11023.117235
-21.0,332,11025.916505
-18.0,341,11028.767654
-20.0,287,11031.265646
-21.0,299,11033.779847
-20.0,324,11036.542794
-20.0,331,11039.310509
-20.0,321,11042.077425
-21.0,319,11044.911084
-20.0,357,11047.998215
-21.0,267,11050.230699
-21.0,269,11052.539854
-21.0,287,11054.935945
-21.0,299,11057.477648
-17.0,380,11060.597874
-21.0,316,11063.283426
-21.0,269,11065.515225
-21.0,357,11068.514849
-20.0,344,11071.424728
-21.0,301,11074.021792
-20.0,316,11076.642162
-21.0,256,11078.870344
-20.0,294,11081.310389
-20.0,366,11084.434058
-19.0,378,11087.782407
-20.0,305,11090.578526
-21.0,271,11092.837562
-20.0,334,11095.663032
-21.0,270,11097.897408
-21.0,301,11100.494687
-21.0,296,11102.963724
-20.0,304,11105.56217
-21.0,350,11108.494001
-19.0,376,11111.668009
-21.0,287,11114.083069
-18.0,434,11117.78377
-21.0,290,11120.239846
-20.0,273,11122.519899
-21.0,325,11125.263239
-21.0,323,11127.928873
-21.0,259,11130.21103
-21.0,271,11132.47746
-21.0,302,11135.003046
-21.0,317,11137.732162
-21.0,265,11139.950786
-21.0,270,11142.394307
-21.0,295,11144.823707
-21.0,279,11147.24704
-19.0,332,11149.963645
-21.0,277,11152.346638
-20.0,302,11154.816786
-21.0,269,11157.111297
-21.0,279,11159.454006
-21.0,292,11161.937552
-20.0,290,11164.350127
-21.0,272,11166.646477
-20.0,315,11169.283002
-19.0,339,11172.159241
-20.0,301,11174.640951
-19.0,330,11177.502555
-21.0,282,11179.896365
-21.0,255,11182.118248
-19.0,354,11185.052487
-21.0,260,11187.272349
-20.0,318,11189.938357
-21.0,314,11192.620997
-20.0,307,11195.166993
-20.0,282,11197.601351
-21.0,312,11200.257288
-21.0,290,11202.78674
-20.0,342,11205.683601
-21.0,294,11208.293121
-20.0,314,11210.965667
-19.0,359,11214.155577
-20.0,292,11216.608763
-20.0,305,11219.290653
-20.0,322,11222.047808
-20.0,288,11224.629467
-20.0,281,11226.984615
-19.0,337,11229.902584
-21.0,285,11232.294724
-21.0,287,11234.757812
-21.0,313,11237.385635
-19.0,343,11240.340063
-19.0,339,11243.164696
-21.0,265,11245.445984
-20.0,325,11248.129079
-21.0,274,11250.553207
-19.0,345,11253.462231
-20.0,275,11255.811229
-21.0,286,11258.347004
-21.0,327,11261.186077
-19.0,354,11264.139314
-19.0,390,11267.460337
-21.0,326,11270.410164
-20.0,311,11273.181299
-21.0,288,11275.611845
-21.0,281,11278.167264
-21.0,364,11281.221906
-21.0,290,11283.707809
-21.0,272,11285.965635
-21.0,289,11288.426617
-20.0,363,11291.400445
-21.0,342,11294.330663
-21.0,319,11297.010555
-19.0,394,11300.277698
-21.0,287,11302.784375
-21.0,289,11305.212974
-21.0,328,11308.005189
-21.0,310,11310.668625
-19.0,402,11314.114562
-20.0,316,11316.739789
-19.0,338,11319.629501
-21.0,298,11322.183332
-21.0,270,11324.481175
-20.0,321,11327.168693
-20.0,333,11330.003369
-21.0,270,11332.259142
-21.0,299,11334.831304
-19.0,332,11337.55648
-21.0,297,11340.069192
-21.0,285,11342.490758
-21.0,283,11344.916043
-21.0,285,11347.328726
-20.0,330,11350.136743
-21.0,327,11352.881723
-17.0,367,11356.019397
-21.0,252,11358.143
-21.0,334,11361.011666
-20.0,340,11363.843882
-20.0,316,11366.632912
-21.0,298,11369.158463
-20.0,358,11372.22033
-21.0,299,11374.727675
-21.0,276,11377.155681
-20.0,347,11380.131174
-21.0,258,11382.311116
-21.0,264,11384.514828
-21.0,314,11387.206962
-19.0,350,11390.123682
-21.0,353,11393.140264
-21.0,304,11395.726826
-21.0,320,11398.401341
-20.0,304,11400.978164
-17.0,379,11404.153252
-21.0,281,11406.549691
-19.0,404,11409.853982
-21.0,294,11412.402949
-19.0,323,11415.101719
-21.0,329,11417.912188
-19.0,394,11421.223067
-20.0,301,11423.857061
-18.0,459,11427.75498
-21.0,264,11429.969021
-21.0,254,11432.216107
-21.0,310,11434.845069
-20.0,381,11438.074614
-21.0,295,11440.536902
-20.0,323,11443.270932
-20.0,292,11445.744753
-21.0,294,11448.235165
-20.0,310,11450.765728
-21.0,258,11453.104531
-21.0,299,11455.788674
-20.0,336,11458.580668
-21.0,291,11461.052438
-20.0,350,11464.039947
-21.0,300,11466.602893
-18.0,339,11469.474637
-21.0,307,11472.053566
-21.0,333,11474.918591
-21.0,290,11477.314672
-21.0,271,11479.613096
-20.0,309,11482.269102
-19.0,355,11485.273257
-19.0,370,11488.350647
-20.0,338,11491.320321
-21.0,315,11493.915999
-21.0,261,11496.155546
-21.0,277,11498.468568
-21.0,267,11500.779546
-21.0,292,11503.200409
-21.0,297,11505.756016
-20.0,278,11508.056782
-20.0,310,11510.614757
-17.0,401,11513.975886
-20.0,321,11516.724051
-21.0,286,11519.059724
-20.0,385,11522.389537
-21.0,295,11524.896607
-21.0,307,11527.516588
-21.0,315,11530.144652
-17.0,389,11533.422937
-20.0,310,11535.967657
-20.0,283,11538.422707
-19.0,358,11541.394749
-20.0,362,11544.449823
-20.0,304,11547.032973
-20.0,306,11549.635836
-20.0,291,11552.075843
-18.0,343,11554.974739
-19.0,355,11557.991789
-21.0,280,11560.312597
-21.0,274,11562.673935
-20.0,342,11565.553154
-21.0,335,11568.410663
-21.0,262,11570.550393
-21.0,297,11573.10128
-20.0,306,11575.662793
-21.0,281,11578.012141
-20.0,339,11580.882736
-21.0,292,11583.387818
-21.0,254,11585.55871
-21.0,313,11588.119166
-21.0,273,11590.463308
-21.0,300,11592.984097
-21.0,281,11595.419453
-20.0,327,11598.172167
-21.0,293,11600.698833
-21.0,341,11603.540481
-21.0,308,11606.200594
-21.0,323,11608.878207
-21.0,264,11611.161701
-18.0,365,11614.222958
-20.0,310,11616.8722
-18.0,369,11620.07767
-20.0,352,11623.068788
-19.0,326,11625.823847
-17.0,385,11629.072229
-21.0,272,11631.394314
-21.0,299,11633.933865
-18.0,380,11637.524517
-20.0,318,11640.207747
-21.0,254,11642.408882
-20.0,326,11645.123698
-18.0,364,11648.213723
-20.0,306,11650.800144
-20.0,318,11653.491021
-21.0,308,11656.062542
-21.0,310,11658.710108
-19.0,360,11661.679538
-17.0,404,11665.071271
-21.0,371,11668.270749
-21.0,290,11670.714415
-19.0,360,11673.774289
-21.0,262,11676.21548
-21.0,270,11678.566709
-20.0,295,11681.025027
-20.0,295,11683.541014
-21.0,313,11686.147591
-21.0,386,11689.448017
-21.0,318,11692.101636
-21.0,344,11695.015211
-20.0,295,11697.445431
-21.0,317,11700.164128
-20.0,284,11702.530675
-21.0,341,11705.462718
-19.0,304,11708.017235
-20.0,355,11711.012493
-21.0,322,11713.730475
-21.0,275,11716.062055
-21.0,271,11718.272506
-20.0,332,11721.353119
-20.0,337,11724.216236
-20.0,314,11726.935153
-20.0,270,11729.245659
-19.0,307,11731.829408
-20.0,318,11734.626043
-21.0,268,11736.875909
-21.0,266,11739.138499
-20.0,337,11742.03522
-20.0,285,11744.605777
-20.0,328,11747.428055
-21.0,270,11749.66185
-19.0,313,11752.346848
-20.0,315,11754.975587
-21.0,308,11757.609081
-20.0,358,11760.694912
-20.0,373,11763.818546
-20.0,371,11767.051622
-19.0,391,11770.297517
-21.0,255,11772.512347
-20.0,369,11775.557593
-20.0,370,11778.726022
-21.0,266,11780.947294
-21.0,310,11783.558482
-21.0,268,11785.779738
-20.0,290,11788.292313
-20.0,288,11790.726394
-18.0,367,11793.847063
-20.0,368,11796.991832
-21.0,249,11799.097431
-20.0,329,11801.85702
-20.0,335,11804.733827
-21.0,326,11807.558335
-21.0,290,11810.044433
-19.0,355,11813.126398
-21.0,246,11815.224933
-21.0,286,11817.976843
-20.0,335,11820.84268
-20.0,319,11823.561737
-20.0,348,11826.445021
-21.0,273,11828.792348
-21.0,298,11831.244683
-20.0,309,11833.891956
-21.0,275,11836.179039
-21.0,267,11838.396723
-21.0,286,11840.839216
-20.0,306,11843.376908
-19.0,404,11846.824882
-21.0,313,11849.466219
-21.0,269,11851.755419
-21.0,313,11854.481201
-21.0,295,11856.984899
-20.0,271,11859.257254
-21.0,283,11861.636917
-21.0,376,11864.808146
-21.0,310,11867.375891
-20.0,300,11869.921369
-20.0,311,11872.459129
-21.0,298,11875.036963
-20.0,379,11878.171777
-20.0,294,11880.723206
-18.0,432,11884.366515
-20.0,294,11886.884489
-21.0,326,11889.587839
-21.0,268,11891.850776
-21.0,318,11894.482052
-20.0,387,11897.785412
-19.0,384,11901.006668
-21.0,337,11903.794104
-20.0,331,11906.613258
-19.0,306,11909.138181
-21.0,278,11911.525904
-20.0,282,11913.905003
-21.0,347,11916.862735
-20.0,322,11919.611248
-20.0,370,11922.786906
-21.0,310,11925.406528
-21.0,268,11927.63675
-21.0,265,11929.826409
-20.0,324,11932.594876
-21.0,287,11934.94663
-21.0,306,11937.549101
-20.0,273,11939.794004
-21.0,314,11942.472713
-21.0,292,11944.937863
-18.0,473,11948.99875
-21.0,312,11951.575652
-19.0,356,11954.730687
-21.0,301,11957.189643
-21.0,246,11959.324863
-20.0,291,11961.737834
-21.0,282,11964.120207
-20.0,336,11966.920382
-18.0,404,11970.33277
-21.0,305,11972.850135
-19.0,352,11975.876048
-20.0,384,11979.131901
-21.0,299,11981.615561
-21.0,273,11983.917705
-21.0,298,11986.423024
-21.0,252,11988.554631
-21.0,326,11991.345661
-21.0,316,11994.016514
-18.0,398,11997.366817
-20.0,363,12000.809809
-20.0,336,12003.645731
-19.0,345,12006.618538
-21.0,326,12009.322478
-20.0,309,12011.925534
-20.0,385,12015.125561
-21.0,326,12017.947104
-21.0,274,12020.198746
-21.0,283,12022.639967
-17.0,447,12026.415244
-21.0,347,12029.284409
-21.0,305,12031.900571
-21.0,313,12034.594338
-21.0,317,12037.276361
-21.0,283,12039.667037
-20.0,302,12042.250039
-20.0,293,12044.744359
-21.0,305,12047.361793
-21.0,306,12049.897545
-19.0,324,12052.647468
-20.0,333,12055.445773
-20.0,334,12058.27219
-19.0,340,12061.065751
-21.0,253,12063.332596
-21.0,288,12065.765391
-21.0,316,12068.448392
-21.0,319,12071.071935
-20.0,356,12074.083867
-21.0,343,12076.933458
-20.0,362,12080.010411
-21.0,275,12082.40202
-21.0,290,12084.879921
-21.0,252,12086.969774
-20.0,300,12089.537962
-21.0,337,12092.399074
-21.0,316,12095.101182
-21.0,281,12097.430449
-19.0,369,12100.587262
-17.0,366,12103.749321
-20.0,322,12106.435774
-20.0,285,12108.877046
-21.0,281,12111.236767
-21.0,279,12113.54226
-19.0,359,12116.654106
-21.0,258,12118.854449
-18.0,370,12121.984035
-19.0,375,12125.162842
-20.0,336,12127.975538
-20.0,295,12130.49386
-21.0,319,12133.10583
-20.0,337,12136.001429
-21.0,354,12138.908618
-20.0,311,12141.575847
-21.0,274,12143.901366
-18.0,336,12146.772932
-20.0,362,12149.789904
-20.0,298,12152.313276
-20.0,348,12155.267047
-20.0,316,12158.001254
-21.0,388,12161.305939
-21.0,260,12163.441436
-20.0,286,12165.89367
-21.0,258,12168.060099
-21.0,285,12170.441595
-21.0,278,12172.834713
-20.0,314,12175.424495
-21.0,310,12178.035829
-21.0,319,12180.797267
-20.0,324,12183.773372
-21.0,294,12186.224462
-21.0,302,12188.803484
-19.0,344,12191.648953
-21.0,316,12194.360609
-21.0,287,12196.723032
-21.0,286,12199.162884
-21.0,294,12201.558389
-21.0,302,12204.119955
-20.0,303,12206.633911
-21.0,287,12209.090785
-21.0,339,12211.862724
-21.0,306,12214.451954
-21.0,333,12217.236
-21.0,272,12219.727164
-20.0,341,12222.685774
-21.0,309,12225.377969
-20.0,343,12228.206104
-21.0,340,12231.086288
-20.0,310,12233.684253
-20.0,368,12236.829654
-20.0,316,12239.471815
-21.0,359,12242.44842
-21.0,294,12244.959069
-21.0,304,12247.498776
-20.0,297,12250.039477
-21.0,311,12252.648342
-20.0,310,12255.271628
-21.0,333,12258.007214
-21.0,253,12260.172538
-19.0,357,12263.154406
-21.0,315,12265.818175
-20.0,331,12268.607545
-20.0,307,12271.234342
-19.0,360,12274.339149
-20.0,296,12277.039587
-21.0,319,12279.721932
-21.0,294,12282.238911
-21.0,333,12285.001286
-19.0,298,12287.592572
-21.0,285,12289.936789
-20.0,373,12293.101716
-20.0,351,12296.03593
-21.0,294,12298.516721
-21.0,287,12300.916051
-18.0,380,12304.143228
-19.0,357,12307.182666
-20.0,337,12310.004925
-20.0,290,12312.471985
-20.0,353,12315.400254
-20.0,384,12318.682116
-20.0,327,12321.379209
-20.0,293,12323.87939
